title,provider,date,frequency,type,target,major,fee,location,available_region,job_category_id,job_category_name
플라스틱 병뚜껑 업사이클링,리하이,2025-08-11 ~ 2027-08-31,월화수목금토일,직업실무체험형,초 중,기타 문리·기술 및 예능 강사,"20,000원",체험처,전국,6,교육직
편백베개만들기 체험,(주)좋은마음,2025-08-18 ~ 2026-08-18,화수목금토,현장견학형,중,기타,"35,000원",체험처,전국,15,기타 서비스직
스마트팜으로 배우는 신농업인 체험,제주 별 딸기,2025-08-11 ~ 2027-12-31,월화수목금,현장견학형,초 중 고,과수작물 재배원,"20,000원",체험처,전국,1,자연·생명과학 연구직
웹툰 체험 다회차 프로그램,웹투니스트라이프,2025-08-01 ~ 2025-12-31,월화수목금토일,직업실무체험형,초 중 고,만화가 및 만화영화 작가,"120,000원",학교,전국,11,예술·디자인·방송직
레진 업사이클링 우드트레이 32cm,웨이브(WAVE),2025-08-01 ~ 2027-12-31,월화수목금토일,직업실무체험형,초 중 고,제품 디자이너,"44,000원",체험처,전국,15,기타 서비스직
레진 업사이클링 티코스터 1p,웨이브(WAVE),2025-08-01 ~ 2027-12-31,월화수목금토일,직업실무체험형,초 중 고,제품 디자이너,"20,000원",체험처,전국,15,기타 서비스직
레진 업사이클링 책갈피,웨이브(WAVE),2025-08-01 ~ 2027-12-31,월화수목금토일,직업실무체험형,초 중 고,제품 디자이너,"15,000원",체험처,전국,15,기타 서비스직
레진 업사이클링 틴케이스,웨이브(WAVE),2025-08-01 ~ 2027-12-31,월화수목금토일,직업실무체험형,초 중 고,제품 디자이너,"20,000원",체험처,전국,15,기타 서비스직
레진 업사이클링 탁상거울,웨이브(WAVE),2025-08-01 ~ 2027-12-31,월화수목금토일,직업실무체험형,초 중 고,제품 디자이너,"25,000원",체험처,전국,15,기타 서비스직
레진 업사이클링 손거울,웨이브(WAVE),2025-08-01 ~ 2027-12-31,월화수목금토일,직업실무체험형,초 중 고,제품 디자이너,"17,000원",체험처,전국,15,기타 서비스직
레진 업사이클링 석고 다용도 트레이,웨이브(WAVE),2025-08-01 ~ 2027-12-31,월화수목금토일,직업실무체험형,초 중 고,제품 디자이너,"35,000원",체험처,전국,15,기타 서비스직
레진 업사이클링 그립톡or마그넷 (1p),웨이브(WAVE),2025-08-01 ~ 2027-12-31,월화수목금토일,직업실무체험형,초 중 고,제품 디자이너,"15,000원",체험처,전국,15,기타 서비스직
레진 업사이클링 무드등 11cm,웨이브(WAVE),2025-08-01 ~ 2027-12-31,월화수목금토일,직업실무체험형,초 중 고,제품 디자이너,"25,000원",체험처,전국,15,기타 서비스직
레진 업사리클링 우드트레이 16cm,웨이브(WAVE),2025-08-01 ~ 2027-12-31,월화수목금토일,직업실무체험형,초 중 고,제품 디자이너,"25,000원",체험처,전국,15,기타 서비스직
[체험형] 찾진&멘토링 [조향사-프리미엄 향수 만들기],비단꽃내음,2025-08-11 ~ 2039-11-30,월화수목금토일,직업실무체험형,중 고,기타,"15,000원",학교,전국,15,기타 서비스직
레진 업사이클링 우드트레이 13cm,웨이브(WAVE),2025-08-01 ~ 2027-12-31,월화수목금토일,직업실무체험형,초 중 고,제품 디자이너,"20,000원",체험처,전국,15,기타 서비스직
은세공 은반지만들기 체험/반지대학 보은점,반지대학 보은점,2025-08-11 ~ 2027-08-31,월화수목금,직업실무체험형,초 중 고,공예원 및 귀금속 세공원,"30,000원",학교,전국,11,예술·디자인·방송직
진로프로그램,청송군청소년상담복지센터,2025-08-18 ~ 2025-12-31,월화수목금,대화형,초 중 고,상담 전문가,무료,학교,전국,15,기타 서비스직
"버섯아, 너는 누구니?",경기버섯연구소,2025-08-09 ~ 2028-12-31,월화수목금,학과체험형,초,균류학,"20,000원",체험처,전국,1,자연·생명과학 연구직
나의 심리재능 발현을 위한 프로젝트,카이로스 재능 성장 연구소,2025-08-11 ~ 2026-02-28,월화수목금,강연형,초,기타,"50,000원",학교,전국,15,기타 서비스직
안전하고 신나는 슬라임체험,래빗슬라임 여수도원점,2025-08-01 ~ 2026-08-01,월화수목금토일,학과체험형,초,예술교육,"20,000원",체험처,전국,15,기타 서비스직
센서공학자-드론개발자-메카트로닉스,꿈드림에듀,2025-08-11 ~ 2035-12-31,월화수목금토일,직업실무체험형,초 중 고,컴퓨터시스템 전문가,"15,000원",체험처,전국,15,기타 서비스직
철도 역사알기와 철도의 직업세계의 이해,한국철도공사 수도권서부본부(철도박물관),2025-08-01 ~ 2025-12-31,화수목,현장직업체험형,초 중 고,기타,무료,체험처,전국,15,기타 서비스직
2025 대한민국 농업박람회,대한민국농업박람회,2025-09-25 ~ 2025-09-28,목금토일,캠프형,초 중 고,농림어업직,무료,체험처,전국,1,자연·생명과학 연구직
[교육기부_무료]진로진학 프로그램(사이언스매직 외 86가지 종합 프로그램),한국교육연구원,2025-08-18 ~ 2025-12-31,월화수목금,현장직업체험형,초 중 고,기타,무료,체험처,전국,15,기타 서비스직
너의 특별함을 응원해! 유아특수교육학과 장애인식 개선 체험,한국교통대학교,2025-09-01 ~ 2025-12-31,월화수목금,학과체험형,중,기타교육학,무료,체험처,전국,6,교육직
쉽고 재밌는 웹페이지 만들기 체험,한국교통대학교,2025-09-01 ~ 2025-12-31,월화수목금,학과체험형,중,소프트웨어프로세스모델개발환경,무료,체험처,전국,15,기타 서비스직
샌드애니메이션,광주YMCA아가야,2025-08-08 ~ 2025-12-31,화,현장견학형,초,"창작·공연 전문가(작가, 연극 제외)","30,000원",체험처,전국,15,기타 서비스직
[전국출장]신기한 마술원리 : 마술사 직업체험,(주)드림빌더,2025-08-01 ~ 2025-12-31,월화수목금토일,현장직업체험형,초 중 고,기타,무료,체험처,전국,15,기타 서비스직
천연디퓨저만들기,오월의 향기,2025-08-25 ~ 2025-10-31,화목,현장직업체험형,고,화학공학 기술자 및 연구원,"20,000원",체험처,전국,15,기타 서비스직
천연비누만들기,오월의 향기,2025-08-25 ~ 2025-10-31,월수금,현장직업체험형,초 중,화학공학 기술자 및 연구원,"20,000원",체험처,전국,15,기타 서비스직
드론 진로체험 및 드론자격증 4종 취득,바이드론,2025-08-01 ~ 2025-12-31,월화수목금,학과체험형,중,기타,"20,000원",학교,전국,15,기타 서비스직
찾아가는 레이저 서바이벌 레이저태그스포츠,레이저태그스포츠,2025-08-01 ~ 2035-08-31,월화수목금토일,캠프형,초 중 고,군인,0원,학교,전국,9,군인
그린클래스 5기 중등(심화) 과정_자아탐색과 나의 직업 사전,LG화학,2025-07-10 ~ 2026-12-31,월화수목금토일,강연형,중,기타,무료,학교,전국,15,기타 서비스직
전통놀이로 박물관에서 놀아볼까?,초록누리 협동조합,2025-09-13,,학과체험형,초,기타역사학,무료,체험처,전국,0,인문·사회과학 연구직
그린클래스 5기 초등 고학년(입문) 과정_자아탐색과 진로 꿈꾸기,LG화학,2025-07-10 ~ 2026-12-31,월화수목금토일,강연형,초,기타,무료,학교,전국,15,기타 서비스직
친환경 업사이클링 양말목공예,김해리프온공예학원,2025-08-06 ~ 2035-08-31,금,직업실무체험형,중,제품 디자이너,"15,000원",체험처,전국,15,기타 서비스직
생생 직업체험 프로그램,한국미래진로센터,2025-09-15 ~ 2025-09-15,월금수목,현장직업체험형,초,예술·디자인·방송·스포츠직,"14,000원",체험처,전국,15,기타 서비스직
친환경 업사이클링 양말목공예,김해리프온공예학원,2025-08-06 ~ 2035-08-31,금,직업실무체험형,고,제품 디자이너,"15,000원",체험처,전국,15,기타 서비스직
환경분석전문가-공기청정기 제작,꿈드림에듀,2025-08-01 ~ 2035-08-31,월화수목금토일,직업실무체험형,초 중 고,시스템 소프트웨어 개발자,"15,000원",체험처,전국,15,기타 서비스직
상상낚시터,상상낚시터,2025-09-01 ~ 2026-09-01,월화수목금,현장직업체험형,초 중 고,어부 및 해녀,"20,000원",체험처,전국,15,기타 서비스직
[체험형] 찾진&멘토링 [(전통문화와 업사이클링)자개공예가-자개손거울],비단꽃내음,2025-08-01 ~ 2039-12-31,월화수목금토일,직업실무체험형,중 고,기타,"15,000원",학교,전국,15,기타 서비스직
마음을 펼치고 미래를 그리다 : I'm 히어로,대한교육상담협회,2025-08-20 ~ 2025-12-31,월화수목금,캠프형,초 중 고,기타,"40,000원",학교,전국,15,기타 서비스직
[학교방문형] 떡공예사 진로직업체험 - 전통 떡 만들기 체험,꿈이랑키친,2025-08-01 ~ 2026-08-31,월화수목,현장직업체험형,초 중,떡 제조원,"15,000원",학교,전국,4,제조 연구개발직 및 공학기술직
[학교방문형] 쇼콜라띠에 직업탐구 - 수제초콜렛만들기,꿈이랑키친,2025-08-01 ~ 2026-08-01,월화수목,현장직업체험형,초 중,제과·제빵원,"12,000원",학교,전국,15,기타 서비스직
문화예술사와 공예가의 만남,바람불어좋은날 천연염색공방,2025-08-11 ~ 2026-12-31,월화수목금,학과체험형,초 중 고,예술교육,"30,000원",학교,전국,15,기타 서비스직
카메라 ON! 나만의 이야기를 찍어 보자,제로미디어,2025-08-05 ~ 2027-12-31,월화수목금,직업실무체험형,고,영상·녹화·편집 기사,"8,000원",학교,전국,15,기타 서비스직
헤어미용 직업실무체험,엘레강스 헤어샵,2025-08-05 ~ 2029-08-31,월화수목금,직업실무체험형,초 중 고,미용사,"10,000원",체험처,전국,15,기타 서비스직
헤어미용 현장직업체험,엘레강스 헤어샵,2025-08-05 ~ 2029-08-31,월화수목금,현장직업체험형,초 중 고,미용사,"10,000원",체험처,전국,15,기타 서비스직
헤어미용 직업실무체험,큐사랑 원주단계점,2025-08-05 ~ 2029-08-31,월화수목금,직업실무체험형,초 중 고,미용사,"10,000원",체험처,전국,15,기타 서비스직
헤어미용 현장직업체험,큐사랑 원주단계점,2025-08-05 ~ 2029-08-31,월화수목,현장직업체험형,초 중 고,미용사,"10,000원",체험처,전국,15,기타 서비스직
인공지능 프롬프트 엔지니어,미랩(음성),2025-08-01 ~ 2027-12-31,월화수목금,직업실무체험형,중,인공지능,"15,000원",학교,전국,15,기타 서비스직
네일미용 직업실무체험,오벨리네일푸스 족보있는 그녀들 안산점,2025-08-05 ~ 2029-08-31,월화수목금,직업실무체험형,초 중 고,미용사,"10,000원",체험처,전국,15,기타 서비스직
업사이클링 팝업북,해녀공방 쿰 하오루,2025-08-05 ~ 2028-12-31,월화수목금,캠프형,초,기타 시각 및 공연 예술가,"5,000원",체험처,전국,11,예술·디자인·방송직
네일미용 현장직업체험,오벨리네일푸스 족보있는 그녀들 안산점,2025-08-05 ~ 2029-08-31,월화수목금,현장직업체험형,초 중 고,미용사,"10,000원",체험처,전국,15,기타 서비스직
업사이클링_말랑고리 만들기,해녀공방 쿰 하오루,2025-08-05 ~ 2028-12-31,월화수목금,캠프형,중 고,기타 시각 및 공연 예술가,"7,000원",체험처,전국,11,예술·디자인·방송직
네일미용 직업실무체험,포쉬네일 오벨리네일푸스 금천점,2025-08-05 ~ 2029-08-31,월화수목금,직업실무체험형,초 중 고,미용사,"10,000원",체험처,전국,15,기타 서비스직
피부미용 현장직업체험,포쉬네일 오벨리네일푸스 금천점,2025-08-05 ~ 2029-08-31,월화수목금,현장직업체험형,초 중 고,미용사,"10,000원",체험처,전국,15,기타 서비스직
주물럭 비누만들기를 통한 유아교육의 이해,한국교통대학교,2025-09-01 ~ 2025-12-31,월화수목금,학과체험형,중,유아교육,무료,체험처,전국,15,기타 서비스직
항공사 객실승무원의 세계,한국교통대학교,2025-09-01 ~ 2025-12-31,월화수목금,학과체험형,중,여행사/항공사경영,무료,체험처,전국,15,기타 서비스직
항공 미래 조종사 체험교실,한국교통대학교,2025-09-01 ~ 2025-12-31,월화수목금,학과체험형,중,항공운항관리,무료,체험처,전국,15,기타 서비스직
오늘은 내가 사회복지사 – 클라이언트 이해하기 및 자기 다스리기,한국교통대학교,2025-09-01 ~ 2025-12-31,월화수목금,학과체험형,중,사회복지학,무료,체험처,전국,15,기타 서비스직
네일미용 직업실무체험,오벨리 네일푸스,2025-08-05 ~ 2029-08-31,월화수목금,직업실무체험형,초 중 고,미용사,"10,000원",체험처,전국,15,기타 서비스직
네일미용 현장직업체험,오벨리 네일푸스,2025-08-05 ~ 2029-08-31,월화수목금,현장직업체험형,초 중 고,미용사,"10,000원",체험처,전국,15,기타 서비스직
수비학으로 잠재력 찾기,한국아유르베다연구소,2025-09-01 ~ 2027-08-31,화목,대화형,중,교사보조 및 보육보조 서비스 종사원,"20,000원",체험처,전국,14,돌봄 서비스직(간병·육아)
창의적 문제해결 프로젝트,한국교통대학교,2025-09-01 ~ 2025-12-31,월화수목금,학과체험형,중,기타행정학,무료,체험처,전국,0,인문·사회과학 연구직
피부미용 직업실무체험,설아뷰티 왁싱피부 창원본점,2025-08-05 ~ 2029-08-31,월화수목금,직업실무체험형,초 중 고,피부 및 체형 관리사,"10,000원",체험처,전국,15,기타 서비스직
피부미용 현장직업체험,설아뷰티 왁싱피부 창원본점,2025-08-05 ~ 2029-08-31,월화수목금,현장직업체험형,초 중 고,피부 및 체형 관리사,"10,000원",체험처,전국,15,기타 서비스직
메이크업 직업실무체험,바이준래쉬,2025-08-05 ~ 2029-08-31,월화수목금,직업실무체험형,초 중 고,메이크업 아티스트 및 분장사,"10,000원",체험처,전국,11,예술·디자인·방송직
메이크업 현장직업체험,바이준래쉬,2025-08-05 ~ 2029-08-31,월화수목금,현장직업체험형,초 중 고,메이크업 아티스트 및 분장사,"10,000원",체험처,전국,11,예술·디자인·방송직
"가치로운 식생활, 공정무역 샌드위치 만들기",에코생협,2025-08-11 ~ 2025-12-24,수,현장직업체험형,초 중,기타,"20,000원",체험처,전국,15,기타 서비스직
문화로 통(通)하는 나의 진로 – 중국어학과 체험DAY,한국교통대학교,2025-09-01 ~ 2025-12-31,월화수목금,학과체험형,중,중국문화학,무료,체험처,전국,15,기타 서비스직
디자인씽킹기반 캡스톤디자인,한국교통대학교,2025-09-01 ~ 2025-12-31,월화수목금,학과체험형,중,기타산업공학,무료,체험처,전국,4,제조 연구개발직 및 공학기술직
진로검사 실시 및 해석,청송군청소년상담복지센터,2025-08-18 ~ 2025-12-31,월화수목금,대화형,초 중 고,상담 전문가,무료,학교,전국,15,기타 서비스직
[체험형] 찾진&멘토링 [커피박 비누 전문가(업싸이클링)],비단꽃내음,2025-08-12 ~ 2039-12-31,월화수목금토일,직업실무체험형,초 중 고,기타,"15,000원",학교,전국,15,기타 서비스직
스테인드아크릴_티슈케이스,지무드,2025-08-01 ~ 2035-08-31,월화수목금토일,현장직업체험형,초 중 고,제품 디자이너,"20,000원",체험처,전국,15,기타 서비스직
스테인드아크릴_led램프,지무드,2025-08-01 ~ 2035-08-31,월화수목금토일,현장직업체험형,초 중 고,제품 디자이너,"20,000원",체험처,전국,15,기타 서비스직
스테인드아크릴_거울,지무드,2025-08-01 ~ 2035-08-31,월화수목금토일,현장직업체험형,초 중 고,제품 디자이너,"20,000원",체험처,전국,15,기타 서비스직
스테인드아크릴_도어벨,지무드,2025-08-01 ~ 2035-08-31,월화수목금토일,현장직업체험형,초 중 고,제품 디자이너,"20,000원",체험처,전국,15,기타 서비스직
